0
0
0
0
0
73242,1999999997
73251,3273745545
73260,4547491093
73269,582123664
73278,7094982188
73287,8368727736
73296,9642473283
146548,291621883
146566,546370993
146584,801120102
146603,055869212
146621,310618321
146639,565367431
146657,820116541
219918,17486565
219945,556976852
219972,939088054
293242,521199257
220036,830685014
293306,412796217
293342,922281974
293379,431767731
293415,941253488
366694,650739245
366740,287599557
366785,924459869
366831,561320181
366877,198180493
366922,835040805
366968,471901117
440256,308761429
440311,072996295
440365,837231162
440420,601466029
440475,365700895
513772,329935762
513836,221545184
587142,313154605
587215,332138582
587288,351122558
587361,370106534
587434,38909051
587507,408074487
660822,627058463
587662,573416994
660977,79240097
661059,938759501
661142,085118032
661224,231476563
661306,377835094
734630,724193625
734721,997926711
734813,271659797
808146,745392883
808247,146500523
735105,347608163
808438,821341249
808539,22244889
881881,72355653
881991,252026264
882100,780495997
882210,30896573
882319,837435464
955671,565905197
955790,221749485
955908,877593774
956027,533438062
1029388,38928235
1029516,17250119
1029643,95572004
1029771,73893888
1103141,72215772
1103278,63275112
1103415,54334452
1103552,45393791
1103689,36453131
1103826,27512471
1177205,38571811
1177351,42368606
1250739,66165401
1250894,82699652
1251049,99233903
1251205,15768153
1251360,32302404
1324757,68836655
1324921,98108361
1325086,27380067
1325250,56651774
1398656,9592348
1398830,37931395
1399003,79939311
1472419,41947226
1472601,96692597
1546026,71437968
1472976,18920794
1546400,93666165
1546592,61148992
1546784,28631818
1620218,16114645
1620418,96334927
1620619,76555209
1620820,56775491
1694263,56995772
1694473,4995351
1767925,62911247
1768144,6860644
1768363,74301633
1841824,99996826
1842053,18429474
1842281,36862123
1842509,55294771
1915979,93727419
1916217,24897523
1916454,56067627
1916691,87237731
1990171,38407835
1990417,82315394
2063906,36222953
2064161,92866722
2064417,4951049
2064673,06154259
2138170,82798027
2138435,52179252
2138700,21560476
2212207,109417
2212480,93060379
2212754,75179059
2286270,77297738
2286553,72153873
2286836,67010008
2360361,81866143
2360653,89459734
2360945,97053324
2434480,24646915
2434781,44977961
2435082,65309007
2435383,85640053
2508927,25971099
2509237,590396
2509547,92108102
2583100,35176603
2583419,80981314
2656981,46786024
2657310,05328191
2657638,63870357
2731209,42412523
2731547,13692145
2805127,04971767
2732231,68988844
2805811,60268465
2879400,64285543
2879756,61040075
2953354,77794608
2953719,87286596
2954084,96778584
3027692,26270572
3028066,48500016
3028440,70729459
3102057,12958903
3102440,47925802
3102823,82892701
3176449,378596
3176841,85563955
3177234,33268309
3250868,90972664
3251270,51413228
3324914,31853791
3398567,25031811
3398987,10947286
3399406,9686276
3473069,02778235
3400255,81431165
3473917,8734664
3547589,0599957
3548027,17389956
3621707,48780342
3622154,72908183
3622601,97036024
3696291,41163866
3696747,78029162
3697204,14894459
3844144,81759756
3844619,44098717
3845094,06437679
3918810,8877664
3919294,63853057
3919778,38929474
3993504,34005891
4067239,41819763
4067741,42371091
4141485,62922419
4141996,76211202
4215750,09499986
4216270,35526225
4290032,81552463
4290562,20316158
4364333,79079852
4364872,30581002
4365410,82082152
4439191,43583301
4512981,27820661
4513538,04795475
4587337,0177029
4587902,9148256
4661711,0119483
4662286,03644555
4736103,26094281
4736687,41281462
4737271,56468643
4811097,91655824
4884933,3958046
4885535,80242552
4959380,30904644
4959991,84302945
5033845,57701246
5107708,43837003
5108338,22710215
5182210,21583428
5182849,13194095
